Station Name,State Name,District Name,Basin Name,Sub Basin Name,Agency Name,Date Collection,Total Alkalinity (mg/L),Arsenic (mg/L),Calcium (mg/L),Chloride (mg/L),Carbonate (mg/L),Electrical Conductivity (mumhos/cm) at 25 C),Fluoride (mg/L),Iron (mg/L),Total Hardness (mg/L),Bicarbonate (mg/L),Potassium (mg/L),Magnesium (mg/L),Sodium (mg/L),Nitrate (mg/L),"Phosphorus, ortho-phosphate (mg/L)",pH2,Residual Sodium Carbonate,Sodium Absorption Ratio,Silicate (SiO2) (mg/L),Sulphate (mg/L),Total Dissolved Solids (mg/L),Uranium,Latitude,Longitude
Guindy(CLRI),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-05,,,60.0,63.81,0.0,585.0,0.0,,250.0,183.0,3.0,24.0,26.0,,,8.1,,,,22.0,,,13.02222222,80.225
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-05,,,12.0,14.18,0.0,122.0,0.0,,50.0,42.7,2.3,4.8,5.0,,,8.1,,,,6.0,,,13.025,80.25833333
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,50.0,11016.0,0.0,629.0,0.84,,170.0,165.0,5.0,11.0,58.0,,,7.46,,,,,,,13.025,80.25833333
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,30.0,121.0,0.0,636.0,0.89,,155.0,165.0,5.0,19.0,70.0,,,7.19,,,,22.0,,,9.8238241,77.9862243
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,50.0,11016.0,0.0,629.0,0.84,,170.0,165.0,5.0,11.0,58.0,,,7.46,,,,,,,13.025,80.25833333
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,60.0,114.0,0.0,660.0,0.3,,240.0,183.0,17.0,22.0,38.0,,,7.5,,,,45.0,,,13.00138889,80.27
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,72.0,447.0,0.0,2130.0,0.27,,350.0,445.0,76.0,41.0,265.0,,,7.6,,,,49.0,,,13.11666667,80.275
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.17,,,,66.0,,,13.025,80.25833333
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,112.0,511.0,0.0,2300.0,0.19,,650.0,329.0,26.0,90.0,203.0,,,7.47,,,,73.0,,,13.05555556,80.28138889
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.17,,,,66.0,,,13.025,80.25833333
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.71,,,,66.0,,,13.0721399,80.2205453
Vallalar Nagar1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,96.0,156.0,0.0,976.0,0.15,,300.0,299.0,22.0,15.0,84.0,,,7.53,,,,42.0,,,13.1019255,80.2787773
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,52.0,121.0,0.0,856.0,0.82,,310.0,207.0,12.0,44.0,59.0,,,7.69,,,,135.0,,,13.04166667,80.20833333
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,112.0,511.0,0.0,2300.0,0.19,,650.0,329.0,26.0,90.0,203.0,,,7.47,,,,73.0,,,13.05555556,80.28138889
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,60.0,114.0,0.0,660.0,0.3,,240.0,183.0,17.0,22.0,38.0,,,7.5,,,,45.0,,,13.00138889,80.27
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.71,,,,66.0,,,13.0721399,80.2205453
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,60.0,114.0,0.0,660.0,0.3,,240.0,183.0,17.0,22.0,38.0,,,7.5,,,,45.0,,,13.00138889,80.27
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,52.0,121.0,0.0,856.0,0.82,,310.0,207.0,12.0,44.0,59.0,,,7.69,,,,135.0,,,13.04166667,80.20833333
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,60.0,114.0,0.0,660.0,0.3,,240.0,183.0,17.0,22.0,38.0,,,7.5,,,,45.0,,,13.00138889,80.27
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,112.0,511.0,0.0,2300.0,0.19,,650.0,329.0,26.0,90.0,203.0,,,7.47,,,,73.0,,,13.05555556,80.28138889
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.71,,,,66.0,,,13.0721399,80.2205453
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.17,,,,66.0,,,13.025,80.25833333
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,50.0,11016.0,0.0,629.0,0.84,,170.0,165.0,5.0,11.0,58.0,,,7.46,,,,,,,13.025,80.25833333
Adyar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,44.0,135135.0,0.0,973.0,0.82,,370.0,244.0,18.0,63.0,59.0,,,7.71,,,,,,,13.01666667,80.26666667
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,112.0,511.0,0.0,2300.0,0.19,,650.0,329.0,26.0,90.0,203.0,,,7.47,,,,73.0,,,13.05555556,80.28138889
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,30.0,121.0,0.0,636.0,0.89,,155.0,165.0,5.0,19.0,70.0,,,7.19,,,,22.0,,,9.8238241,77.9862243
Adyar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,44.0,135135.0,0.0,973.0,0.82,,370.0,244.0,18.0,63.0,59.0,,,7.71,,,,,,,13.01666667,80.26666667
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,639.0,0.0,3460.0,1.03,,440.0,689.0,26.0,68.0,588.0,,,7.9,,,,263.0,,,13.08333333,80.27083333
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,112.0,511.0,0.0,2300.0,0.19,,650.0,329.0,26.0,90.0,203.0,,,7.47,,,,73.0,,,13.05555556,80.28138889
Adyar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,44.0,135135.0,0.0,973.0,0.82,,370.0,244.0,18.0,63.0,59.0,,,7.71,,,,,,,13.01666667,80.26666667
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,639.0,0.0,3460.0,1.03,,440.0,689.0,26.0,68.0,588.0,,,7.9,,,,263.0,,,13.08333333,80.27083333
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,639.0,0.0,3460.0,1.03,,440.0,689.0,26.0,68.0,588.0,,,7.9,,,,263.0,,,13.08333333,80.27083333
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,60.0,114.0,0.0,660.0,0.3,,240.0,183.0,17.0,22.0,38.0,,,7.5,,,,45.0,,,13.00138889,80.27
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,112.0,511.0,0.0,2300.0,0.19,,650.0,329.0,26.0,90.0,203.0,,,7.47,,,,73.0,,,13.05555556,80.28138889
Vallalar Nagar1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,96.0,156.0,0.0,976.0,0.15,,300.0,299.0,22.0,15.0,84.0,,,7.53,,,,42.0,,,13.1019255,80.2787773
Adyar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,44.0,135135.0,0.0,973.0,0.82,,370.0,244.0,18.0,63.0,59.0,,,7.71,,,,,,,13.01666667,80.26666667
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,72.0,447.0,0.0,2130.0,0.27,,350.0,445.0,76.0,41.0,265.0,,,7.6,,,,49.0,,,13.11666667,80.275
Adyar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,44.0,135135.0,0.0,973.0,0.82,,370.0,244.0,18.0,63.0,59.0,,,7.71,,,,,,,13.01666667,80.26666667
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,112.0,511.0,0.0,2300.0,0.19,,650.0,329.0,26.0,90.0,203.0,,,7.47,,,,73.0,,,13.05555556,80.28138889
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,30.0,121.0,0.0,636.0,0.89,,155.0,165.0,5.0,19.0,70.0,,,7.19,,,,22.0,,,9.8238241,77.9862243
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,60.0,114.0,0.0,660.0,0.3,,240.0,183.0,17.0,22.0,38.0,,,7.5,,,,45.0,,,13.00138889,80.27
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,50.0,11016.0,0.0,629.0,0.84,,170.0,165.0,5.0,11.0,58.0,,,7.46,,,,,,,13.025,80.25833333
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,52.0,121.0,0.0,856.0,0.82,,310.0,207.0,12.0,44.0,59.0,,,7.69,,,,135.0,,,13.04166667,80.20833333
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,52.0,121.0,0.0,856.0,0.82,,310.0,207.0,12.0,44.0,59.0,,,7.69,,,,135.0,,,13.04166667,80.20833333
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,30.0,121.0,0.0,636.0,0.89,,155.0,165.0,5.0,19.0,70.0,,,7.19,,,,22.0,,,9.8238241,77.9862243
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.71,,,,66.0,,,13.0721399,80.2205453
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,639.0,0.0,3460.0,1.03,,440.0,689.0,26.0,68.0,588.0,,,7.9,,,,263.0,,,13.08333333,80.27083333
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,60.0,114.0,0.0,660.0,0.3,,240.0,183.0,17.0,22.0,38.0,,,7.5,,,,45.0,,,13.00138889,80.27
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,72.0,447.0,0.0,2130.0,0.27,,350.0,445.0,76.0,41.0,265.0,,,7.6,,,,49.0,,,13.11666667,80.275
Vallalar Nagar1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,96.0,156.0,0.0,976.0,0.15,,300.0,299.0,22.0,15.0,84.0,,,7.53,,,,42.0,,,13.1019255,80.2787773
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.71,,,,66.0,,,13.0721399,80.2205453
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.17,,,,66.0,,,13.025,80.25833333
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,50.0,11016.0,0.0,629.0,0.84,,170.0,165.0,5.0,11.0,58.0,,,7.46,,,,,,,13.025,80.25833333
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.17,,,,66.0,,,13.025,80.25833333
Adyar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,44.0,135135.0,0.0,973.0,0.82,,370.0,244.0,18.0,63.0,59.0,,,7.71,,,,,,,13.01666667,80.26666667
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,50.0,11016.0,0.0,629.0,0.84,,170.0,165.0,5.0,11.0,58.0,,,7.46,,,,,,,13.025,80.25833333
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.71,,,,66.0,,,13.0721399,80.2205453
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.17,,,,66.0,,,13.025,80.25833333
Adyar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,44.0,135135.0,0.0,973.0,0.82,,370.0,244.0,18.0,63.0,59.0,,,7.71,,,,,,,13.01666667,80.26666667
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,639.0,0.0,3460.0,1.03,,440.0,689.0,26.0,68.0,588.0,,,7.9,,,,263.0,,,13.08333333,80.27083333
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,52.0,121.0,0.0,856.0,0.82,,310.0,207.0,12.0,44.0,59.0,,,7.69,,,,135.0,,,13.04166667,80.20833333
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,112.0,511.0,0.0,2300.0,0.19,,650.0,329.0,26.0,90.0,203.0,,,7.47,,,,73.0,,,13.05555556,80.28138889
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,30.0,121.0,0.0,636.0,0.89,,155.0,165.0,5.0,19.0,70.0,,,7.19,,,,22.0,,,9.8238241,77.9862243
Vallalar Nagar1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,96.0,156.0,0.0,976.0,0.15,,300.0,299.0,22.0,15.0,84.0,,,7.53,,,,42.0,,,13.1019255,80.2787773
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,639.0,0.0,3460.0,1.03,,440.0,689.0,26.0,68.0,588.0,,,7.9,,,,263.0,,,13.08333333,80.27083333
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,50.0,11016.0,0.0,629.0,0.84,,170.0,165.0,5.0,11.0,58.0,,,7.46,,,,,,,13.025,80.25833333
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,72.0,447.0,0.0,2130.0,0.27,,350.0,445.0,76.0,41.0,265.0,,,7.6,,,,49.0,,,13.11666667,80.275
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,52.0,121.0,0.0,856.0,0.82,,310.0,207.0,12.0,44.0,59.0,,,7.69,,,,135.0,,,13.04166667,80.20833333
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,30.0,121.0,0.0,636.0,0.89,,155.0,165.0,5.0,19.0,70.0,,,7.19,,,,22.0,,,9.8238241,77.9862243
Vallalar Nagar1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,96.0,156.0,0.0,976.0,0.15,,300.0,299.0,22.0,15.0,84.0,,,7.53,,,,42.0,,,13.1019255,80.2787773
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,112.0,511.0,0.0,2300.0,0.19,,650.0,329.0,26.0,90.0,203.0,,,7.47,,,,73.0,,,13.05555556,80.28138889
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,60.0,114.0,0.0,660.0,0.3,,240.0,183.0,17.0,22.0,38.0,,,7.5,,,,45.0,,,13.00138889,80.27
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,72.0,447.0,0.0,2130.0,0.27,,350.0,445.0,76.0,41.0,265.0,,,7.6,,,,49.0,,,13.11666667,80.275
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.17,,,,66.0,,,13.025,80.25833333
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.71,,,,66.0,,,13.0721399,80.2205453
Vallalar Nagar1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,96.0,156.0,0.0,976.0,0.15,,300.0,299.0,22.0,15.0,84.0,,,7.53,,,,42.0,,,13.1019255,80.2787773
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.71,,,,66.0,,,13.0721399,80.2205453
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.17,,,,66.0,,,13.025,80.25833333
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,50.0,11016.0,0.0,629.0,0.84,,170.0,165.0,5.0,11.0,58.0,,,7.46,,,,,,,13.025,80.25833333
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,30.0,121.0,0.0,636.0,0.89,,155.0,165.0,5.0,19.0,70.0,,,7.19,,,,22.0,,,9.8238241,77.9862243
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,639.0,0.0,3460.0,1.03,,440.0,689.0,26.0,68.0,588.0,,,7.9,,,,263.0,,,13.08333333,80.27083333
Adyar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,44.0,135135.0,0.0,973.0,0.82,,370.0,244.0,18.0,63.0,59.0,,,7.71,,,,,,,13.01666667,80.26666667
Adyar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,44.0,135135.0,0.0,973.0,0.82,,370.0,244.0,18.0,63.0,59.0,,,7.71,,,,,,,13.01666667,80.26666667
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,639.0,0.0,3460.0,1.03,,440.0,689.0,26.0,68.0,588.0,,,7.9,,,,263.0,,,13.08333333,80.27083333
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,60.0,114.0,0.0,660.0,0.3,,240.0,183.0,17.0,22.0,38.0,,,7.5,,,,45.0,,,13.00138889,80.27
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,50.0,11016.0,0.0,629.0,0.84,,170.0,165.0,5.0,11.0,58.0,,,7.46,,,,,,,13.025,80.25833333
Vallalar Nagar1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,96.0,156.0,0.0,976.0,0.15,,300.0,299.0,22.0,15.0,84.0,,,7.53,,,,42.0,,,13.1019255,80.2787773
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,72.0,447.0,0.0,2130.0,0.27,,350.0,445.0,76.0,41.0,265.0,,,7.6,,,,49.0,,,13.11666667,80.275
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,30.0,121.0,0.0,636.0,0.89,,155.0,165.0,5.0,19.0,70.0,,,7.19,,,,22.0,,,9.8238241,77.9862243
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,30.0,121.0,0.0,636.0,0.89,,155.0,165.0,5.0,19.0,70.0,,,7.19,,,,22.0,,,9.8238241,77.9862243
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,112.0,511.0,0.0,2300.0,0.19,,650.0,329.0,26.0,90.0,203.0,,,7.47,,,,73.0,,,13.05555556,80.28138889
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.17,,,,66.0,,,13.025,80.25833333
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,259.0,0.0,1538.0,0.76,,255.0,336.0,26.0,23.0,205.0,,,7.71,,,,66.0,,,13.0721399,80.2205453
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,52.0,121.0,0.0,856.0,0.82,,310.0,207.0,12.0,44.0,59.0,,,7.69,,,,135.0,,,13.04166667,80.20833333
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,60.0,114.0,0.0,660.0,0.3,,240.0,183.0,17.0,22.0,38.0,,,7.5,,,,45.0,,,13.00138889,80.27
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,30.0,121.0,0.0,636.0,0.89,,155.0,165.0,5.0,19.0,70.0,,,7.19,,,,22.0,,,9.8238241,77.9862243
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,64.0,639.0,0.0,3460.0,1.03,,440.0,689.0,26.0,68.0,588.0,,,7.9,,,,263.0,,,13.08333333,80.27083333
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,52.0,121.0,0.0,856.0,0.82,,310.0,207.0,12.0,44.0,59.0,,,7.69,,,,135.0,,,13.04166667,80.20833333
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,52.0,121.0,0.0,856.0,0.82,,310.0,207.0,12.0,44.0,59.0,,,7.69,,,,135.0,,,13.04166667,80.20833333
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,72.0,447.0,0.0,2130.0,0.27,,350.0,445.0,76.0,41.0,265.0,,,7.6,,,,49.0,,,13.11666667,80.275
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,72.0,447.0,0.0,2130.0,0.27,,350.0,445.0,76.0,41.0,265.0,,,7.6,,,,49.0,,,13.11666667,80.275
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,72.0,447.0,0.0,2130.0,0.27,,350.0,445.0,76.0,41.0,265.0,,,7.6,,,,49.0,,,13.11666667,80.275
Vallalar Nagar1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,96.0,156.0,0.0,976.0,0.15,,300.0,299.0,22.0,15.0,84.0,,,7.53,,,,42.0,,,13.1019255,80.2787773
Vallalar Nagar1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2021-06,,,96.0,156.0,0.0,976.0,0.15,,300.0,299.0,22.0,15.0,84.0,,,7.53,,,,42.0,,,13.1019255,80.2787773
